name	source	genomospecies	contigs	genome size (Mbp)	N50 length (bp)	N90 length (bp)	max	GC content	completeness	contamination	QS	quality level	phylum	class	order	family	genus	species
d35A.bin.3	MAG	No	29	2.03	 113,230 	 38,904 	 386,985 	37.71	74.88	0.96	70.08	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d35A.bin.37	MAG	No	308	1.97	 7,656 	 3,227 	 33,131 	44.18	74.47	2.12	63.87	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_C	s__Enterococcus_C diestrammenae_A
d35A.bin.48	MAG	No	22	1.12	 98,016 	 26,793 	 255,055 	50.55	74.48	0.14	73.78	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus avistercoris
d35A.bin.5	MAG	No	196	1.35	 8,328 	 3,441 	 33,412 	39.44	71.77	2.30	60.27	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus urinaeequi
d35A.bin.6	MAG	No	305	2.06	 7,532 	 3,586 	 45,968 	54.32	76.77	2.48	64.37	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium glutamicum
d35A.bin.7	MAG	No	230	4.28	 32,492 	 7,393 	 222,607 	50.85	87.53	0.86	83.23	Medium-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d35B.bin.17	MAG	No	86	1.34	 23,532 	 7,176 	 126,256 	34.15	75.16	0.11	74.61	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus johnsonii
d35B.bin.21	MAG	Yes	38	1.85	 62,882 	 24,249 	 195,355 	41.80	96.16	0.52	93.56	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus agilis
d35C.bin.8	MAG	No	135	1.61	 16,129 	 5,781 	 71,318 	36.87	82.82	1.98	72.92	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus
d35E.bin.12	MAG	Yes	250	3.59	 21,868 	 7,001 	 82,804 	52.37	82.01	3.73	63.36	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella sp904392525
d35E.bin.14	MAG	No	369	2.08	 6,694 	 2,867 	 36,707 	62.84	80.12	1.62	72.02	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger avistercoris
d35E.bin.16	MAG	Yes	365	2.40	 8,589 	 3,181 	 39,984 	35.26	91.44	0.93	86.79	High-quality	p__Bacillota	c__Bacilli	o__CAJFEE01	f__CAJFEE01	g__Harrysmithimonas	s__Harrysmithimonas galli
d35E.bin.20	MAG	No	385	3.19	 11,096 	 3,964 	 57,216 	44.59	80.38	4.20	59.38	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia ornithocaccae
d35E.bin.21	MAG	No	202	1.27	 7,687 	 3,015 	 49,865 	40.67	75.09	1.93	65.44	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus vaginalis
d35E.bin.25	MAG	No	242	2.26	 13,181 	 4,296 	 52,135 	49.25	75.57	1.60	67.57	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A excrementigallinarum
d35E.bin.32	MAG	No	301	1.88	 7,312 	 3,188 	 30,265 	31.83	83.00	2.37	71.15	Medium-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Massilimicrobiota	s__Massilimicrobiota merdigallinarum
d35E.bin.50	MAG	No	290	2.44	 11,767 	 4,029 	 37,975 	65.21	85.86	2.64	72.66	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger stercoravium
d35E.bin.51	MAG	No	360	2.68	 10,087 	 3,394 	 45,147 	49.20	77.81	3.07	62.46	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter sp900543115
d35E.bin.59	MAG	Yes	232	1.86	 11,024 	 4,048 	 30,338 	56.16	80.10	1.48	72.70	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__CALXEN01	s__CALXEN01 sp944387885
d35E.bin.61	MAG	Yes	146	2.67	 24,542 	 9,604 	 97,911 	47.24	87.90	2.29	76.45	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter norwichensis
d35E.bin.64	MAG	Yes	80	1.77	 34,350 	 11,785 	 91,206 	33.62	87.96	2.24	76.76	Medium-quality	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus_A	s__Galligastranaerophilus_A sp944324425
d35H.bin.12	MAG	No	152	5.07	 67,508 	 15,377 	 160,821 	41.67	99.85	0.36	98.05	High-quality	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola dorei
d35H.bin.34	MAG	Yes	233	2.21	 14,530 	 4,427 	 68,878 	60.67	79.80	2.21	68.75	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium gallinarum
d35H.bin.4	MAG	Yes	380	2.39	 7,471 	 3,340 	 26,719 	59.93	82.71	1.64	74.51	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Egerieenecus	s__Egerieenecus merdigallinarum
d35H.bin.41	MAG	No	85	3.04	 73,334 	 17,384 	 212,849 	35.80	92.07	0.04	91.87	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fimimorpha	s__Fimimorpha faecalis
d35H.bin.57	MAG	No	123	1.01	 10,316 	 4,108 	 33,560 	51.10	78.44	0.14	77.74	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus avistercoris
d35H.bin.58	MAG	Yes	48	2.75	 86,360 	 37,896 	 180,600 	48.37	98.40	0.04	98.20	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A excrementigallinarum
d35H.bin.8	MAG	Yes	192	2.85	 21,619 	 7,062 	 71,638 	62.62	95.01	3.72	76.41	High-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__Limiplasma pullistercoris
d35J.bin.13	MAG	No	35	2.25	 89,721 	 38,930 	 339,326 	58.02	78.13	2.76	64.33	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger formicilis_B
d35J.bin.14	MAG	No	260	2.14	 11,424 	 3,775 	 53,561 	62.16	86.35	4.82	62.25	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter ornithocaccae
d35J.bin.16	MAG	No	112	2.35	 30,933 	 11,493 	 78,890 	64.04	87.89	1.52	80.29	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium gallistercoris
d35J.bin.21	MAG	No	238	1.91	 10,038 	 4,104 	 43,345 	62.77	78.33	1.14	72.63	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__Ruthenibacterium sp944386565
d35J.bin.25	MAG	Yes	73	1.76	 35,170 	 10,089 	 123,556 	64.28	71.82	0.10	71.32	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella excrementavium
d35J.bin.27	MAG	No	176	1.94	 17,883 	 4,520 	 77,903 	64.82	94.93	0.43	92.78	High-quality	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pullorum_B
d35J.bin.39	MAG	Yes	62	3.29	 93,641 	 25,460 	 198,055 	51.32	97.87	2.78	83.97	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma sp002160825
d35J.bin.40	MAG	Yes	236	2.55	 15,164 	 5,025 	 56,894 	52.09	91.10	1.10	85.60	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__Lachnoclostridium_B monacensis
d35J.bin.47	MAG	No	55	1.70	 48,953 	 14,626 	 100,442 	42.04	90.19	0.08	89.79	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus agilis
d35J.bin.52	MAG	No	227	2.38	 15,219 	 4,500 	 73,111 	31.51	90.49	2.26	79.19	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Massilimicrobiota	s__Massilimicrobiota merdigallinarum
d35J.bin.53	MAG	Yes	189	1.85	 13,470 	 4,568 	 68,104 	53.49	92.31	1.01	87.26	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Merdibacter	s__Merdibacter merdigallinarum
d35J.bin.55	MAG	Yes	135	3.04	 49,707 	 9,640 	 188,121 	44.42	93.91	1.13	88.26	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__Lachnoclostridium_B faecipullorum
d35J.bin.57	MAG	Yes	133	1.68	 18,975 	 5,778 	 61,658 	49.41	92.75	1.16	86.95	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faeciplasma	s__Faeciplasma gallinarum
d35J.bin.59	MAG	Yes	230	2.08	 11,898 	 4,384 	 63,578 	55.64	78.45	0.23	77.30	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus	s__Butyricicoccus pullicaecorum
d35J.bin.71	MAG	Yes	61	2.89	 77,179 	 22,670 	 253,707 	50.60	91.03	0.43	88.88	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobutyricum	s__Anaerobutyricum stercoripullorum
d35J.bin.72	MAG	No	25	1.35	 83,166 	 28,865 	 225,048 	47.36	74.23	0.11	73.68	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R faecale
d35J.bin.74	MAG	No	35	2.11	 78,245 	 30,114 	 230,794 	61.54	96.69	0.32	95.09	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d35J.bin.75	MAG	Yes	66	2.57	 73,432 	 18,967 	 219,336 	65.10	96.82	0.47	94.47	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger stercoravium
d35J.bin.78	MAG	Yes	23	1.48	 124,551 	 42,566 	 239,809 	30.70	98.81	0.47	96.46	High-quality	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAKNOI01	s__CAKNOI01 sp930990125
d35J.bin.80	MAG	Yes	38	2.02	 84,686 	 24,524 	 261,878 	60.42	91.44	0.36	89.64	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum intestinigallinarum
d35J.bin.85	MAG	Yes	182	2.36	 23,317 	 5,428 	 75,517 	59.70	96.34	0.01	96.29	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter stercoravium
d35K.bin.11	MAG	No	475	2.75	 6,926 	 2,787 	 32,787 	36.27	83.69	1.95	73.94	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fimimorpha	s__Fimimorpha faecalis
d35K.bin.30	MAG	No	151	1.65	 16,219 	 4,955 	 46,570 	34.25	85.17	2.24	73.97	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus johnsonii
d35K.bin.6	MAG	No	126	2.34	 31,226 	 8,116 	 100,011 	65.62	74.30	1.36	67.50	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger stercoravium
d35L.bin.1	MAG	No	30	2.12	 117,431 	 28,063 	 346,304 	61.77	86.92	0.73	83.27	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger avicola
d35L.bin.13	MAG	Yes	276	2.29	 10,937 	 4,007 	 43,530 	49.04	81.68	1.61	73.63	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter excrementipullorum
d35L.bin.16	MAG	No	222	2.26	 13,374 	 4,509 	 79,716 	31.40	97.40	1.08	92.00	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Massilimicrobiota	s__Massilimicrobiota merdigallinarum
d35L.bin.23	MAG	Yes	8	1.29	 281,869 	 63,678 	 459,122 	54.43	82.49	0.01	82.44	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-917	g__Limadaptatus	s__Limadaptatus sp900554085
d35L.bin.24	MAG	Yes	177	2.17	 17,719 	 5,800 	 46,116 	63.65	95.30	1.43	88.15	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerofilum	s__Anaerofilum faecale
d35L.bin.3	MAG	Yes	51	1.89	 52,109 	 25,313 	 148,889 	35.58	99.07	1.23	92.92	High-quality	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__RUG14156	g__Galligastranaerophilus	s__Galligastranaerophilus intestinavium
d35L.bin.30	MAG	Yes	95	2.06	 34,413 	 10,293 	 84,551 	29.57	92.09	1.93	82.44	High-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__Thomasclavelia merdavium
d35L.bin.31	MAG	Yes	83	0.82	 12,390 	 5,280 	 51,014 	45.81	93.18	0.35	91.43	High-quality	p__Pseudomonadota	c__Alphaproteobacteria	o__Rs-D84	f__Rs-D84	g__Enterousia	s__Enterousia intestinigallinarum
d35L.bin.32	MAG	No	244	2.07	 12,202 	 3,699 	 61,305 	63.32	85.64	1.89	76.19	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger avistercoris
d35L.bin.33	MAG	No	54	2.68	 86,173 	 21,435 	 269,324 	48.47	82.38	0.30	80.88	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A excrementigallinarum
d35L.bin.34	MAG	Yes	52	2.22	 71,351 	 21,945 	 169,380 	40.35	85.11	0.01	85.06	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Limousia	s__Limousia pullorum
d35L.bin.38	MAG	Yes	68	0.94	 22,427 	 7,294 	 45,975 	34.56	73.51	0.16	72.71	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__Onthoplasma	s__Onthoplasma sp944383415
d35L.bin.42	MAG	No	100	2.15	 37,120 	 9,496 	 109,945 	59.39	98.93	2.71	85.38	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium
d35L.bin.46	MAG	No	154	2.43	 24,191 	 7,787 	 64,688 	52.26	89.38	2.40	77.38	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__Lachnoclostridium_B monacensis
d35L.bin.49	MAG	Yes	346	2.22	 8,351 	 3,054 	 65,672 	63.15	87.34	3.15	71.59	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Pullichristensenella	s__
d35L.bin.56	MAG	No	149	2.77	 28,747 	 8,352 	 93,055 	49.44	85.67	1.70	77.17	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter sp900543115
d35L.bin.60	MAG	Yes	106	1.36	 18,066 	 6,091 	 85,193 	26.04	82.87	0.76	79.07	Medium-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CALVVX01	s__CALVVX01 sp944358825
d35L.bin.61	MAG	Yes	54	2.25	 68,112 	 22,078 	 157,106 	48.65	81.07	0.65	77.82	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter avicola
d35L.bin.62	MAG	Yes	69	0.89	 20,490 	 5,667 	 53,512 	34.09	84.84	0.00	84.84	Medium-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Unclassified	s__
d35L.bin.64	MAG	Yes	489	3.84	 9,867 	 3,754 	 56,996 	50.09	87.57	1.06	82.27	Medium-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d35L.bin.65	MAG	No	484	2.74	 6,835 	 2,902 	 23,945 	59.62	86.34	1.40	79.34	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Alectryocaccomicrobium	s__Alectryocaccomicrobium faecavium
d35L.bin.7	MAG	No	369	1.99	 6,619 	 2,806 	 24,365 	60.30	74.99	2.53	62.34	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter stercoravium
d35L.bin.70	MAG	No	161	2.00	 18,026 	 6,287 	 71,040 	62.00	94.03	2.15	83.28	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d35L.bin.74	MAG	No	187	2.29	 17,666 	 5,972 	 84,787 	61.78	87.42	2.21	76.37	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter ornithocaccae
d35L.bin.82	MAG	Yes	172	1.56	 11,644 	 4,292 	 60,512 	29.39	71.84	2.69	58.39	Medium-quality	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Faecimonas	s__Faecimonas sp017886705
d35L.bin.86	MAG	Yes	65	3.11	 96,095 	 22,885 	 195,000 	36.14	99.73	0.01	99.68	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fimimorpha	s__Fimimorpha faecalis
d35L.bin.89	MAG	Yes	49	2.47	 67,532 	 27,357 	 222,381 	52.89	99.48	0.17	98.63	High-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Scatomonas	s__Scatomonas merdigallinarum
d35L.bin.92	MAG	No	258	1.60	 7,217 	 3,151 	 38,202 	55.54	70.42	3.04	55.22	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus	s__Butyricicoccus pullicaecorum
d35M.bin.11	MAG	No	69	0.99	 21,884 	 6,764 	 92,253 	51.13	74.79	0.02	74.69	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus avistercoris
d35N.bin.10	MAG	No	352	3.75	 16,002 	 4,964 	 69,723 	50.28	85.46	0.84	81.26	Medium-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d35N.bin.14	MAG	No	312	2.32	 10,919 	 3,314 	 37,978 	36.08	86.19	0.20	85.19	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_E	s__Enterococcus_E cecorum
d35N.bin.27	MAG	No	23	1.10	 54,168 	 23,249 	 247,787 	50.46	81.26	0.00	81.26	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus avistercoris
d35N.bin.28	MAG	No	54	1.33	 43,607 	 11,022 	 124,212 	40.65	79.54	0.51	76.99	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus vaginalis
d35O.bin.23	MAG	Yes	490	2.34	 5,216 	 2,619 	 43,303 	42.83	74.94	2.51	62.39	Medium-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter variabilis
d35O.bin.29	MAG	Yes	550	5.49	 15,995 	 4,023 	 99,867 	62.43	93.62	0.44	91.42	High-quality	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E putida
d35O.bin.46	MAG	No	295	1.89	 7,968 	 3,273 	 28,899 	61.99	83.92	1.41	76.87	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d35O.bin.49	MAG	Yes	303	1.38	 4,787 	 2,577 	 24,152 	58.55	81.08	0.73	77.43	Medium-quality	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Gallimonas	s__Gallimonas sp900548845
d35O.bin.54	MAG	Yes	214	1.83	 11,636 	 4,119 	 32,511 	46.16	93.53	0.56	90.73	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Scatavimonas	s__Scatavimonas merdigallinarum
d35O.bin.57	MAG	Yes	239	1.61	 9,643 	 3,253 	 25,450 	46.87	82.46	0.75	78.71	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R faecale
d35O.bin.63	MAG	No	370	2.08	 6,420 	 2,908 	 36,624 	54.77	78.90	0.52	76.30	Medium-quality	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium stationis
d35O.bin.65	MAG	Yes	284	2.77	 13,612 	 4,508 	 48,041 	51.28	85.56	1.26	79.26	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter caccavium
d3A.bin.17	MAG	No	300	2.52	 11,039 	 4,582 	 38,855 	44.80	76.24	0.01	76.19	Medium-quality	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia ornithocaccae
d3A.bin.23	MAG	Yes	44	1.84	 73,564 	 21,412 	 219,568 	37.09	73.07	0.19	72.12	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Carnobacterium_A	s__Carnobacterium_A mobile
d3A.bin.3	MAG	No	39	1.60	 72,424 	 19,778 	 272,986 	37.08	81.36	0.50	78.86	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus
d3B.bin.10	MAG	No	257	1.90	 9,435 	 3,425 	 47,674 	37.14	74.78	1.37	67.93	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Carnobacterium_A	s__Carnobacterium_A mobile
d3B.bin.11	MAG	No	111	3.44	 51,878 	 16,215 	 110,018 	39.85	76.76	0.53	74.11	Medium-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	s__Sporosarcina psychrophila_A
d3B.bin.9	MAG	Yes	265	2.57	 12,605 	 4,431 	 70,376 	42.07	76.43	0.13	75.78	Medium-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Sporosarcina	s__
d3C.bin.6	MAG	Yes	37	1.68	 99,501 	 22,311 	 205,452 	28.49	77.03	0.33	75.38	Medium-quality	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900547475
d3C.bin.8	MAG	No	49	2.56	 84,377 	 23,556 	 344,592 	37.71	99.99	0.29	98.54	High-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d3D.bin.3	MAG	No	429	3.29	 10,121 	 3,554 	 48,985 	36.55	74.86	2.70	61.36	Medium-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Psychrobacillus	s__
d3F.bin.14	MAG	No	57	2.06	 47,352 	 20,222 	 115,851 	61.80	87.28	0.14	86.58	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter ornithocaccae
d3F.bin.18	MAG	No	649	3.53	 6,323 	 2,853 	 40,711 	36.29	76.19	3.57	58.34	Medium-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Psychrobacillus	s__
d3F.bin.20	MAG	No	115	1.85	 21,328 	 7,944 	 98,945 	62.13	81.73	0.88	77.33	Medium-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1417	s__UBA1417 sp900552925
d3F.bin.22	MAG	No	437	3.09	 9,284 	 3,168 	 50,184 	29.31	89.18	4.85	64.93	Medium-quality	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__Thomasclavelia merdavium
d3F.bin.28	MAG	No	58	2.39	 66,465 	 19,672 	 174,115 	52.99	95.62	1.77	86.77	High-quality	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Heritagella	s__Heritagella sp905215105
d3F.bin.33	MAG	Yes	60	1.53	 35,371 	 12,742 	 145,599 	42.25	84.49	0.18	83.59	Medium-quality	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Latilactobacillus	s__Latilactobacillus curvatus
d3G.bin.17	MAG	No	254	2.74	 14,398 	 5,402 	 68,189 	36.26	73.73	0.65	70.48	Medium-quality	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Psychrobacillus	s__Psychrobacillus psychrotolerans
