gene_id	MGE_name	type	kingdom	phylum	class	order	family	genus	species
d3E_37127_16	380_tnpA_Y17750.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Peribacillus	s__Peribacillus sp. R9-11
d3I_22341_6	384_istB_CYCT01000079.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica
d28K_729_1	386_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d28K_15628_16	386_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d1M_1545_6	386_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
d7B_98296_7	391_tnpAcp2_KJ817377.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14B_126530_7	391_tnpAcp2_KJ817377.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d28L_16215_1	391_tnpAcp2_KJ817377.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d3I_14986_8	391_tnpAcp2_KJ817377.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21J_195179_2	394_tnpA_KT862781.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d14B_101373_6	394_tnpA_KT862781.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d1I_54762_2	41_rep7b_1_repJ(pC223)_NC_005243.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d14B_103479_1	412_tnpA_FN806773.1	Transposon	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Arachnia	s__Arachnia rubra
d21J_86309_1	412_tnpA_FN806773.1	Transposon	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__Microbacterium sp. No. 7
d21J_1175_1	412_tnpA_FN806773.1	Transposon	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Tessaracoccus	s__Tessaracoccus sp. T21
d14I_34377_1	416_IS91_MOLD01000168.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d3I_38011_1	421_tnpA_KU167609.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella michiganensis
d3O_14337_3	423_IS91_CP017633.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
d7B_49130_2	426_IS91_CP001921.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter sp. NEB 394
d1I_73063_1	427_tnpA_JF785549.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter hormaechei
d21J_86119_4	427_tnpA_JF785549.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14M_20827_2	428_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d42L_33451_3	428_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
HC966_5_254	428_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21K_83681_1	428_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Shigella	s__Shigella flexneri
d21F_87185_5	43_rep7b_3_SAP089A_GQ900440.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d35E_193692_2	432_tnpA_FJ628170.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter baumannii
d14B_125408_1	432_tnpA_FJ628170.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21K_81648_6	436_IS91_AOGM01000145.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21J_68129_2	449_tnpA_CDAD01000027.1	Transposon	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionibacterium	s__Propionibacterium freudenreichii
d21J_68129_1	449_tnpA_CDAD01000027.1	Transposon	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Tsukamurellaceae	g__Tsukamurella	s__Tsukamurella tyrosinosolvens
d3F_28981_2	452_tnpA_AF052751.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas sp. MPDS
d35L_114535_1	453_tnpA1B1-IS1068_LT599053.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus formosensis
d3C_493_6	46_rep9_1_repA(pAD1)_L01794	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d35A_52123_14	46_rep9_1_repA(pAD1)_L01794	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d28L_5950_2	468_tnpA_AF051917.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus cohnii
d21J_148821_1	473_tniB_U67194.4	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Proteus	s__Proteus mirabilis
d3J_24056_4	48_rep9_3_repA(pPD1)_D78016	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d7F_8648_1	480_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia albertii
d14A_1934_2	480_tnpA_JX077110.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21A_21382_13	482_tnpA_FN649418.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14I_38592_1	482_tnpA_FN649418.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d28B_8206_2	483_tnpA_HE577623.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter baumannii
HC1316_4_74	489_tnpA_FN806773.1	Transposon	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Micrococcaceae	g__Kocuria	s__Kocuria palustris
d35O_181982_1	49_rep9_4_repA2(pTEF2)_AE016831	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d14A_8768_7	491_tnpA_CXDB01000323.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d1I_17198_3	505_tnpA4_AF550679.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14I_4006_3	505_tnpA4_AF550679.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d35O_11347_2	505_tnpA4_AF550679.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14N_12950_1	508_tnpA_KU341381.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica
d21M_41283_1	51_rep10_2_CDS1(pIM13)_M13761	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d21M_6304_1	517_tnpA_U66917.2	Transposon	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	s__Diaphorobacter sp. JS3050
d1I_37178_5	520_tnpA_CP012903.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d28B_47202_2	520_tnpA_CP012903.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d28J_30771_1	525_IS91_MNPD01000059.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Proteus	s__Proteus mirabilis
d7F_15078_4	528_tnpA_KT282968.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14B_35937_1	53_rep10_4_repL(pDLK1)_GU562624.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d14B_4784_2	53_rep10_4_repL(pDLK1)_GU562624.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus hominis
d14B_53561_1	53_rep10_4_repL(pDLK1)_GU562624.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus sp. NRL 22/194
d14I_17203_2	532_IS91_MQAA01000013.1	Insertion_element	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus avium
d14K_24104_4	535_tnpA_FN806773.1	Transposon	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium glutamicum
d28A_142061_1	536_tnpA_GU371926.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d3N_47432_5	541_tnpA_FP236842.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d3C_3071_3	542_intI1_DQ647028.2	Integron	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
HC47_119_2	554_tnpAcp1_FJ187822.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter baumannii
HC160_67_4	554_tnpAcp1_FJ187822.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21E_145417_1	562_tnpA_HE577112.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Proteus	s__Proteus terrae
d14B_19869_1	563_IS91_CP001918.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14I_64060_1	57_rep10b_2_rep(pSK6)_SAU96610	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d3I_33401_1	572_tnpA_CP004000.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica
d14B_59629_3	58_rep11_1_repA(pB82)_AB178871	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d14B_28142_2	58_rep11_1_repA(pB82)_AB178871	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d14I_59755_2	58_rep11_1_repA(pB82)_AB178871	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d14B_69383_1	58_rep11_1_repA(pB82)_AB178871	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d7B_108076_2	586_tnpA2B2-ISLL6_AY849557.2	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus petauri
d21M_14186_2	6_rep1_6_repE(pTEF1)_AE016833	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus avium
d21M_32997_1	6_rep1_6_repE(pTEF1)_AE016833	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d3H_12245_1	6_rep1_6_repE(pTEF1)_AE016833	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d3B_13833_2	6_rep1_6_repE(pTEF1)_AE016833	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d14B_137144_6	60_rep11_3_rep(pEFR)_AF511037	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d14G_13915_2	60_rep11_3_rep(pEFR)_AF511037	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d21A_46123_8	621_tnpA_3_AE017042.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica
d28E_58358_3	625_IS91_CP001383.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14N_12794_1	625_IS91_CP001383.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14O_6841_1	638_tnpA_DQ361537.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d42N_11848_1	638_tnpA_DQ361537.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d42L_33451_2	638_tnpA_DQ361537.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14D_14766_1	638_tnpA_DQ361537.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14A_8768_3	638_tnpA_DQ361537.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia fergusonii
d21A_30398_3	639_tnpA_JF785549.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14D_10961_2	64_rep13_2_CDS39(pSSP1)_AP008935	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus hominis
d14B_37549_1	642_tnpA-2_AJ877225.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas sp. phDV1
d21A_37266_2	643_tnpA_KC958437.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
d14B_66845_2	643_tnpA_KC958437.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
HC11_33_1	648_tnpA_CCYP01000054.1	Transposon	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Micrococcaceae	g__Glutamicibacter	s__Glutamicibacter protophormiae
d5M_36593_2	65_rep13_3_rep(pWBG1773)_EF537646	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d14B_91873_1	65_rep13_3_rep(pWBG1773)_EF537646	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus simulans
d7E_42785_1	66_rep13_4_rep(pKH13)_NC010426.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Mammaliicoccus	s__Mammaliicoccus vitulinus
d7F_11224_3	66_rep13_4_rep(pKH13)_NC010426.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d14I_663_4	66_rep13_4_rep(pKH13)_NC010426.1	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d14K_34765_1	67_rep13_5_rep(pMC524/MBM)_AJ312056.2	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus salivarius
d21J_103900_3	678_IS91_CP018775.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d1M_24358_25	679_tnpA1_AF550679.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21M_44013_1	68_rep14_1_CDS2(pEFNP1)_AB038522	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis
d3G_32604_1	68_rep14_1_CDS2(pEFNP1)_AB038522	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d14I_90112_2	681_tnpA_JN415682.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter sp. 10FS3-1
d7N_15352_4	688_tnpA5_HG916826.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Proteus	s__Proteus mirabilis
d14B_72038_2	689_tnpA_KT601170.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus arlettae
d3E_21658_1	69_rep14_2_ORF(pKQ10)_EFU01917	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d35A_7050_2	690_tnpA_Y17752.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Peribacillus	s__Peribacillus asahii
d28F_10086_1	691_tnpA_CTIT01000004.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
HC607_1_544	696_IS91_AF074613.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter hormaechei
d14A_9982_4	7_rep2_1_ORF(E.faeciumContig1183)_JDOE	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d14C_2228_6	70_rep14_3_ORF(pRI1)_EU327398	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d3B_17546_4	70_rep14_3_ORF(pRI1)_EU327398	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d14J_15552_1	70_rep14_3_ORF(pRI1)_EU327398	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d5L_15106_3	70_rep14_3_ORF(pRI1)_EU327398	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecium
d1F_66952_16	705_tnpA_HE613569.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus anginosus
d1F_10363_2	705_tnpA_HE613569.1	Transposon	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus milleri
d14I_51444_16	71_rep15_1_repA(pLW043)_AE017171	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
d14I_84759_2	710_tnpA_AY894752.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa
d21M_41766_1	712_tnpA_EU850412.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter johnsonii
d21J_415_2	712_tnpA_EU850412.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter lwoffii
d21J_41163_13	712_tnpA_EU850412.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter sp. FDAARGOS_724
d21F_60633_2	712_tnpA_EU850412.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter ursingii
d21J_59063_1	712_tnpA_EU850412.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter variabilis
d35O_75822_2	712_tnpA_EU850412.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter variabilis
d14A_2196_4	721_qacEdelta_CP012682.1	Integron	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica
d1M_44130_7	725_istA2_AM261760.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d35O_21774_5	725_istA2_AM261760.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d21F_68481_2	725_istA2_AM261760.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d1I_1470_10	725_istA2_AM261760.1	Insertion_element	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica
d14M_32846_1	729_tnpA_LC155908.1	Transposon	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
d14I_13518_2	73_rep16_2_CDS6(pSJH101)_CP000737	Plasmid	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus aureus
