d21J_41163_13	d21J_41163_13	67_rep13_5_rep(pMC524/MBM)_AJ312056.2
d28L_5182_59	d3J_26395_4	805_tnpA_FMRQ01000002.1
d28L_5182_59	d3L_39019_5	805_tnpA_FMRQ01000002.1
d28L_5182_59	d3N_16691_4	805_tnpA_FMRQ01000002.1
d28L_5182_59	d42J_9851_1	805_tnpA_FMRQ01000002.1
d28L_5182_59	d42L_39735_3	805_tnpA_FMRQ01000002.1
d28L_5182_59	d5B_3249_5	805_tnpA_FMRQ01000002.1
d28L_5182_59	d5E_9886_2	805_tnpA_FMRQ01000002.1
d28L_5182_59	d5M_6605_5	805_tnpA_FMRQ01000002.1
d28L_5182_59	d5O_13752_4	805_tnpA_FMRQ01000002.1
d28L_5182_59	d7B_68298_2	805_tnpA_FMRQ01000002.1
d28L_5182_59	d7E_16499_3	805_tnpA_FMRQ01000002.1
d28L_5182_59	d7J_25550_2	805_tnpA_FMRQ01000002.1
d28L_5182_59	d7L_34479_4	805_tnpA_FMRQ01000002.1
d28L_5182_59	d7M_25555_4	805_tnpA_FMRQ01000002.1
d28L_5182_59	d7N_41953_1	805_tnpA_FMRQ01000002.1
d28L_5182_59	d7O_12283_6	805_tnpA_FMRQ01000002.1
d28L_5182_59	HC163_60_2	805_tnpA_FMRQ01000002.1
d28L_5182_59	HC168_38_4	805_tnpA_FMRQ01000002.1
d28L_5182_59	HC192_60_10	805_tnpA_FMRQ01000002.1
d28L_5182_59	HC257_60_2	805_tnpA_FMRQ01000002.1
d28L_5182_59	HC533_10_42	805_tnpA_FMRQ01000002.1
d28L_5182_59	HC536_12_58	805_tnpA_FMRQ01000002.1
d14I_55455_1	d14I_55455_1	105_rep21_3_pS0385-3_AM990995.1
d7B_82919_1	d7B_82919_1	1475_tnpA_KR066794.1
d28A_59710_1	d28A_59710_1	1238_tnpA_JX077110.1
d7F_11224_3	d7F_11224_3	66_rep13_4_rep(pKH13)_NC010426.1
d14B_76737_1	d14B_76737_1	958_tnpA_CDAC01000056.1
d14B_76737_1	d14I_24888_2	958_tnpA_CDAC01000056.1
d14B_76737_1	d14I_27314_1	958_tnpA_CDAC01000056.1
d14B_76737_1	d14N_47312_1	958_tnpA_CDAC01000056.1
d14B_76737_1	d14O_21042_1	958_tnpA_CDAC01000056.1
d14B_76737_1	d21J_73021_1	958_tnpA_CDAC01000056.1
d14B_76737_1	d7B_13454_1	958_tnpA_CDAC01000056.1
d14B_76737_1	d7E_86536_2	958_tnpA_CDAC01000056.1
d14I_51444_16	d14I_51444_16	71_rep15_1_repA(pLW043)_AE017171
d14I_51444_16	d21F_111560_1	71_rep15_1_repA(pLW043)_AE017171
d14I_51444_16	d21N_23333_1	71_rep15_1_repA(pLW043)_AE017171
d14I_51444_16	d28D_6404_2	71_rep15_1_repA(pLW043)_AE017171
d14I_51444_16	d35A_63027_3	71_rep15_1_repA(pLW043)_AE017171
d1M_46360_3	d1M_46360_3	2370_IS91_CP001349.1
d1M_46360_3	d1M_37294_1	2370_IS91_CP001349.1
d1D_7547_193	d1D_7547_193	2548_tnpA_U75371.3
d1D_7547_193	d1F_10829_8	2548_tnpA_U75371.3
d1D_7547_193	d1F_99345_2	2548_tnpA_U75371.3
d1D_7547_193	d1G_26085_3	2548_tnpA_U75371.3
d1D_7547_193	d1G_83301_64	2548_tnpA_U75371.3
d1D_7547_193	d1J_40199_12	2548_tnpA_U75371.3
d1D_7547_193	d1N_122612_12	2548_tnpA_U75371.3
d1D_7547_193	d1N_32651_1	2548_tnpA_U75371.3
d1D_7547_193	d1O_12230_16	2548_tnpA_U75371.3
d1D_7547_193	d35E_4353_29	2548_tnpA_U75371.3
d1D_7547_193	d42B_11607_140	2548_tnpA_U75371.3
d1D_7547_193	d42D_94727_33	2548_tnpA_U75371.3
d1D_7547_193	d42E_70333_140	2548_tnpA_U75371.3
d1D_7547_193	d42I_23270_18	2548_tnpA_U75371.3
d1D_7547_193	HC1143_18_47	2548_tnpA_U75371.3
d1D_7547_193	HC1277_31_12	2548_tnpA_U75371.3
d1D_7547_193	d1D_55420_6	2548_tnpA_U75371.3
d1D_7547_193	d1O_35220_2	2548_tnpA_U75371.3
d1D_7547_193	d1O_68631_1	2548_tnpA_U75371.3
d14N_9633_2	d14N_9633_2	1112_qacEdelta_AF261825.2
d1G_22937_30	d1G_22937_30	2046_ISBf10_NC006347
d1G_22937_30	d1J_108346_8	2046_ISBf10_NC006347
d1G_22937_30	d1J_108346_9	2046_ISBf10_NC006347
d1G_22937_30	HC19_1_64	2046_ISBf10_NC006347
d1I_25243_3	d1I_25243_3	2331_tnpA_JF745030.2
d21A_11849_4	d21A_11849_4	1083_int2_CP002967.1
d21A_11849_4	d28E_40023_1	1083_int2_CP002967.1
d21A_11849_4	d28F_7170_2	1083_int2_CP002967.1
d21A_11849_4	d28K_15347_4	1083_int2_CP002967.1
d21A_11849_4	d35A_72780_66	1083_int2_CP002967.1
d21A_11849_4	d35O_93897_15	1083_int2_CP002967.1
d21A_11849_4	d42M_21602_68	1083_int2_CP002967.1
d21A_11849_4	d42N_73725_63	1083_int2_CP002967.1
d21A_11849_4	HC160_16_33	1083_int2_CP002967.1
d21A_11849_4	HC966_16_62	1083_int2_CP002967.1
d14B_88583_1	d14B_88583_1	832_tnpA_GU591497.1
d14B_88583_1	d14D_22922_4	832_tnpA_GU591497.1
d14B_88583_1	d14I_26383_9	832_tnpA_GU591497.1
d14B_88583_1	d14K_18387_3	832_tnpA_GU591497.1
d14B_88583_1	d14N_21482_3	832_tnpA_GU591497.1
d14B_88583_1	d14O_31440_3	832_tnpA_GU591497.1
d14B_88583_1	d1O_16887_3	832_tnpA_GU591497.1
d14B_88583_1	d21A_12156_3	832_tnpA_GU591497.1
d14B_88583_1	d21E_153705_1	832_tnpA_GU591497.1
d14B_88583_1	d21F_27592_3	832_tnpA_GU591497.1
d14B_88583_1	d21G_17757_3	832_tnpA_GU591497.1
d14B_88583_1	d21J_181474_14	832_tnpA_GU591497.1
d14B_88583_1	d21M_46302_2	832_tnpA_GU591497.1
d14B_88583_1	d21N_37259_2	832_tnpA_GU591497.1
d14B_88583_1	d28F_1751_3	832_tnpA_GU591497.1
d14B_88583_1	d28L_10021_3	832_tnpA_GU591497.1
d14B_88583_1	d35A_45406_5	832_tnpA_GU591497.1
d14B_88583_1	d35D_2492_3	832_tnpA_GU591497.1
d14B_88583_1	d35J_74832_4	832_tnpA_GU591497.1
d14B_88583_1	d35L_81040_3	832_tnpA_GU591497.1
d14B_88583_1	d35M_1472_6	832_tnpA_GU591497.1
d14B_88583_1	d3A_5342_3	832_tnpA_GU591497.1
d14B_88583_1	d3B_3560_1	832_tnpA_GU591497.1
d14B_88583_1	d3E_38283_3	832_tnpA_GU591497.1
d14B_88583_1	d3F_55908_3	832_tnpA_GU591497.1
d14B_88583_1	d3F_55908_7	832_tnpA_GU591497.1
d14B_88583_1	d3G_19008_3	832_tnpA_GU591497.1
d14B_88583_1	d3I_2464_1	832_tnpA_GU591497.1
d14B_88583_1	d3I_7752_2	832_tnpA_GU591497.1
d14B_88583_1	d3J_24080_3	832_tnpA_GU591497.1
d14B_88583_1	d3L_25215_1	832_tnpA_GU591497.1
d14B_88583_1	d3L_37783_3	832_tnpA_GU591497.1
d14B_88583_1	d3N_32862_1	832_tnpA_GU591497.1
d14B_88583_1	d3N_32862_5	832_tnpA_GU591497.1
d14B_88583_1	d42C_31622_2	832_tnpA_GU591497.1
d14B_88583_1	d42H_1004_4	832_tnpA_GU591497.1
d14B_88583_1	d42L_3930_3	832_tnpA_GU591497.1
d14B_88583_1	d5B_10493_3	832_tnpA_GU591497.1
d14B_88583_1	d5I_10242_1	832_tnpA_GU591497.1
d14B_88583_1	d7B_67585_3	832_tnpA_GU591497.1
d14B_88583_1	d7E_4686_2	832_tnpA_GU591497.1
d14B_88583_1	d7H_12516_4	832_tnpA_GU591497.1
d14B_88583_1	d7M_15274_19	832_tnpA_GU591497.1
d14B_88583_1	HC198_45_3	832_tnpA_GU591497.1
d14B_88583_1	HC330_23_3	832_tnpA_GU591497.1
d14B_88583_1	HC562_3_58	832_tnpA_GU591497.1
d35L_8551_5	d35L_8551_5	2499_tnpA_13_CP014358.1
d3G_27118_29	d3G_27118_29	1049_tnpA_HF565366.1
d3J_24056_4	d3J_24056_4	48_rep9_3_repA(pPD1)_D78016
d3J_24056_4	d3L_11826_4	48_rep9_3_repA(pPD1)_D78016
d3J_24056_4	d3N_30817_4	48_rep9_3_repA(pPD1)_D78016
d3C_340_2	d3C_340_2	779_tnpA_GU067641.1
d3C_340_2	d1M_15875_1	779_tnpA_GU067641.1
d3C_340_2	d1N_12983_2	779_tnpA_GU067641.1
d3C_340_2	d21A_48434_2	779_tnpA_GU067641.1
d3C_340_2	d3I_45885_3	779_tnpA_GU067641.1
d3C_340_2	d5E_16653_2	779_tnpA_GU067641.1
d3C_340_2	d5G_21469_3	779_tnpA_GU067641.1
d3C_340_2	d5J_5957_1	779_tnpA_GU067641.1
d3C_340_2	d5L_15394_2	779_tnpA_GU067641.1
d3C_340_2	d5O_6803_7	779_tnpA_GU067641.1
d3C_340_2	d7A_1603_3	779_tnpA_GU067641.1
d3C_340_2	d7J_81803_2	779_tnpA_GU067641.1
d14B_37549_1	d14B_37549_1	642_tnpA-2_AJ877225.1
d14B_37549_1	d14I_64217_2	642_tnpA-2_AJ877225.1
d14B_77674_2	d14B_77674_2	1861_tnpA_FJ866609.1
d14B_77674_2	d14K_12567_2	1861_tnpA_FJ866609.1
d14B_77674_2	d14O_30325_11	1861_tnpA_FJ866609.1
d14B_77674_2	d21A_44752_1	1861_tnpA_FJ866609.1
d14B_77674_2	d21J_5769_18	1861_tnpA_FJ866609.1
d14B_77674_2	d28D_14964_1	1861_tnpA_FJ866609.1
d14B_77674_2	d35A_38085_21	1861_tnpA_FJ866609.1
d14B_77674_2	d3A_22369_12	1861_tnpA_FJ866609.1
d14B_77674_2	d3B_5029_18	1861_tnpA_FJ866609.1
d14B_77674_2	d3D_13593_18	1861_tnpA_FJ866609.1
d14B_77674_2	d3E_49381_18	1861_tnpA_FJ866609.1
d14B_77674_2	d3F_3028_12	1861_tnpA_FJ866609.1
d14B_77674_2	d3G_14874_17	1861_tnpA_FJ866609.1
d14B_77674_2	d3G_20208_2	1861_tnpA_FJ866609.1
d14B_77674_2	d3H_15900_18	1861_tnpA_FJ866609.1
d14B_77674_2	d3I_39613_18	1861_tnpA_FJ866609.1
d14B_77674_2	d3I_45314_16	1861_tnpA_FJ866609.1
d14B_77674_2	d3J_20831_19	1861_tnpA_FJ866609.1
d14B_77674_2	d3L_14623_16	1861_tnpA_FJ866609.1
d14B_77674_2	d3L_42544_2	1861_tnpA_FJ866609.1
d14B_77674_2	d3N_47972_2	1861_tnpA_FJ866609.1
d14B_77674_2	d3O_16853_1	1861_tnpA_FJ866609.1
d14B_77674_2	d5B_4309_27	1861_tnpA_FJ866609.1
d14B_77674_2	d5E_2762_3	1861_tnpA_FJ866609.1
d14B_77674_2	d5L_27106_2	1861_tnpA_FJ866609.1
d14B_77674_2	d7B_117437_3	1861_tnpA_FJ866609.1
d14B_77674_2	d7E_32864_33	1861_tnpA_FJ866609.1
d14B_77674_2	d7M_35342_2	1861_tnpA_FJ866609.1
d14B_77674_2	d7O_3449_40	1861_tnpA_FJ866609.1
d14B_77674_2	d3F_21076_5	1861_tnpA_FJ866609.1
d14B_77674_2	d3B_9360_1	1861_tnpA_FJ866609.1
d14L_5911_1	d14L_5911_1	94_rep20_3_rep(pTW20)_FN433597.1
d14L_5911_1	d14B_102225_1	94_rep20_3_rep(pTW20)_FN433597.1
d14L_5911_1	d35A_11900_3	94_rep20_3_rep(pTW20)_FN433597.1
d14O_32974_2	d14O_32974_2	2281_istB_AM261760.1
d14O_32974_2	d21J_72335_3	2281_istB_AM261760.1
d14O_32974_2	d35A_21744_21	2281_istB_AM261760.1
d14L_37480_2	d14L_37480_2	2720_IS91_AQAT01000121.1
d14L_37480_2	d21E_107925_1	2720_IS91_AQAT01000121.1
d14L_37480_2	d21K_81648_5	2720_IS91_AQAT01000121.1
d14L_37480_2	d7J_67254_1	2720_IS91_AQAT01000121.1
d14L_37480_2	d7K_48866_2	2720_IS91_AQAT01000121.1
d14L_37480_2	HC271_25_15	2720_IS91_AQAT01000121.1
d14L_37480_2	HC567_26_4	2720_IS91_AQAT01000121.1
d14L_37480_2	d1I_47709_1	2720_IS91_AQAT01000121.1
d14L_37480_2	d28A_5276_2	2720_IS91_AQAT01000121.1
d14N_40164_4	d14N_40164_4	1225_tnpA_CALH01000114.1
d14N_40164_4	d14J_3881_8	1225_tnpA_CALH01000114.1
d14N_40164_4	d14K_25425_10	1225_tnpA_CALH01000114.1
d14N_40164_4	d21J_59706_1	1225_tnpA_CALH01000114.1
d14N_40164_4	d21K_8237_2	1225_tnpA_CALH01000114.1
d14N_40164_4	d35A_20662_4	1225_tnpA_CALH01000114.1
d14N_40164_4	d35K_11299_8	1225_tnpA_CALH01000114.1
d14N_40164_4	d35O_63658_1	1225_tnpA_CALH01000114.1
d14N_40164_4	d5N_5707_7	1225_tnpA_CALH01000114.1
d14N_40164_4	d7B_30750_8	1225_tnpA_CALH01000114.1
d14N_40164_4	d7K_53818_8	1225_tnpA_CALH01000114.1
d14N_40164_4	d7M_6910_1	1225_tnpA_CALH01000114.1
d14N_40164_4	d7N_28388_4	1225_tnpA_CALH01000114.1
d14N_40164_4	d7O_46737_9	1225_tnpA_CALH01000114.1
d14N_40164_4	HC1162_1_243	1225_tnpA_CALH01000114.1
d21M_32997_1	d21M_32997_1	6_rep1_6_repE(pTEF1)_AE016833
d3J_3983_1	d3J_3983_1	1622_tnpA_JX077110.1
d3N_4835_1	d3N_4835_1	1233_tnpA_JN208880.1
d14B_88452_3	d14B_88452_3	1328_tnpA_KR230047.1
d14B_88452_3	d14I_48106_2	1328_tnpA_KR230047.1
d14B_88452_3	d21N_30027_3	1328_tnpA_KR230047.1
d14B_88452_3	d28D_14577_3	1328_tnpA_KR230047.1
d14B_88452_3	d7E_18207_1	1328_tnpA_KR230047.1
d14B_88452_3	HC145_9_68	1328_tnpA_KR230047.1
d14D_8080_1	d14D_8080_1	176_IncHI2A_1__BX664015
d14D_8080_1	d14I_96322_1	176_IncHI2A_1__BX664015
d14D_8080_1	d21A_20875_13	176_IncHI2A_1__BX664015
d14D_8080_1	d21J_63961_2	176_IncHI2A_1__BX664015
d14D_8080_1	d21K_40126_65	176_IncHI2A_1__BX664015
d14D_8080_1	d28E_9701_12	176_IncHI2A_1__BX664015
d14D_8080_1	d28K_24402_2	176_IncHI2A_1__BX664015
d14D_8080_1	d35A_30821_10	176_IncHI2A_1__BX664015
d14D_8080_1	d35N_17938_1	176_IncHI2A_1__BX664015
d14D_8080_1	d35O_195619_1	176_IncHI2A_1__BX664015
d14D_8080_1	d3I_21318_1	176_IncHI2A_1__BX664015
d14D_8080_1	d3J_26458_5	176_IncHI2A_1__BX664015
d14D_8080_1	d42M_10118_7	176_IncHI2A_1__BX664015
d14D_8080_1	d42N_9168_7	176_IncHI2A_1__BX664015
d14D_8080_1	d7E_97883_5	176_IncHI2A_1__BX664015
d14D_8080_1	HC160_61_3	176_IncHI2A_1__BX664015
d14D_8080_1	HC47_21_68	176_IncHI2A_1__BX664015
d14D_8289_4	d14D_8289_4	1399_IS91_DQ388534.1
d14D_8289_4	d28K_18408_1	1399_IS91_DQ388534.1
d14D_8289_4	d35O_21774_3	1399_IS91_DQ388534.1
d14D_8289_4	d3I_8324_1	1399_IS91_DQ388534.1
d14D_8289_4	d42N_19841_197	1399_IS91_DQ388534.1
d14D_8289_4	d5M_7501_2	1399_IS91_DQ388534.1
d14D_8289_4	d21J_131130_1	1399_IS91_DQ388534.1
d14D_8289_4	d28A_174995_2	1399_IS91_DQ388534.1
d14D_8289_4	d7E_71372_2	1399_IS91_DQ388534.1
d14D_8289_4	d14B_126101_1	1399_IS91_DQ388534.1
d14D_8289_4	d14I_83841_2	1399_IS91_DQ388534.1
d14D_8289_4	d14L_5309_1	1399_IS91_DQ388534.1
d14D_8289_4	d14N_60466_3	1399_IS91_DQ388534.1
d14D_8289_4	d1M_36125_2	1399_IS91_DQ388534.1
d14D_8289_4	d21A_23800_1	1399_IS91_DQ388534.1
d14D_8289_4	d21E_88204_1	1399_IS91_DQ388534.1
d14D_8289_4	d21M_44456_1	1399_IS91_DQ388534.1
d14D_8289_4	d21O_88748_1	1399_IS91_DQ388534.1
d14D_8289_4	d28C_119107_1	1399_IS91_DQ388534.1
d14D_8289_4	d28E_139803_2	1399_IS91_DQ388534.1
d14D_8289_4	HC607_1_557	1399_IS91_DQ388534.1
d14M_15866_5	d14M_15866_5	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d14B_136827_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d14D_2052_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d14I_46396_3	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d14L_23061_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d14O_17688_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d21A_44400_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d21C_6052_5	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d21E_37373_4	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d21F_42155_3	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d21N_1236_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d28J_22612_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d35A_6787_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d35D_25411_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d35K_36070_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d35O_7531_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d35O_77298_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d3A_23449_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d3J_13441_12	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d3L_35243_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d3O_6188_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d42I_59816_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d42L_4668_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d42O_88492_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d5E_4253_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d5H_12227_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d5I_6744_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d5J_10390_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d5N_5150_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d7A_11863_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d7A_746_3	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d7B_110500_3	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d7B_21549_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d7E_54849_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d7J_23834_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d7L_79402_3	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d7M_21013_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d7N_25309_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d21F_37984_3	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d21M_7313_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d3J_30915_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d3L_41679_3	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d3N_8982_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d42C_20515_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d21J_199419_2	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d21M_11633_1	36_rep7_13_rep(pSBK203)_U35036.1
d14M_15866_5	d3I_26106_1	36_rep7_13_rep(pSBK203)_U35036.1
d14B_38143_2	d14B_38143_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14D_9715_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14D_15308_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14I_9625_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14I_44406_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14K_30223_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14N_24096_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14O_19395_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d21A_18047_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d21B_29205_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d21E_17303_5	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d21J_13841_4	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d21M_36650_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d21O_79171_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d28C_77496_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d28D_5229_4	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d28D_8708_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d35A_19884_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d35A_36078_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d35A_52860_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d35A_60967_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d35A_63046_3	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d35B_9948_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d35D_27617_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d42J_23093_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d42L_34022_4	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d5G_11830_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d5G_46533_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d5I_419_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d5I_3857_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d5J_4609_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d7E_21818_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d7E_50732_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d7E_60489_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d7F_14883_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d7J_14021_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	HC1206_24_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14D_5302_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14B_16482_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14O_21694_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d21M_36655_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d28D_5229_6	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d42L_35769_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d5L_18164_3	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d7E_88662_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d21J_61166_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14B_25595_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14D_9473_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d21F_46974_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d35A_29109_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14I_92238_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d14M_5280_2	116_rep21_14_rep(pKH21)_EU350088.1
d14B_38143_2	d21M_5273_1	116_rep21_14_rep(pKH21)_EU350088.1
d14B_95059_4	d14B_95059_4	958_tnpA_CDAC01000056.1
d28N_15490_19	d28N_15490_19	978_tnpA_AF141323.1
d28N_15490_19	d14I_42375_2	978_tnpA_AF141323.1
d21J_164924_5	d21J_164924_5	1500_tnpA_KC354801.1
d14B_124988_2	d14B_124988_2	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d14I_35316_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d14K_18770_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d14N_33852_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d21A_6003_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d21E_50655_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d21F_79592_3	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d21O_86172_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d28D_2745_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d35A_38989_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d7B_112219_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d7E_41473_3	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d7M_9023_2	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d14B_33113_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d21F_99533_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d21J_18822_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d35A_75405_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d3E_19685_2	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d7B_36268_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d7E_82452_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d7M_27730_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d7N_22763_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d21A_395_1	13_rep4_1_CDS2(pCRL291.1)_NC002799
d14B_124988_2	d21M_22335_2	13_rep4_1_CDS2(pCRL291.1)_NC002799
d35A_15375_2	d35A_15375_2	1999_Tn916-orf13_KC414929
d35O_113887_3	d35O_113887_3	1473_tnpA_AJ344068.1
d35O_113887_5	d35O_113887_5	1181_tnpA11_HG916826.1
d21K_11676_2	d21K_11676_2	1213_IS91_CP005930.1
d21K_11676_2	d14B_91473_2	1213_IS91_CP005930.1
